原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,制定,1.0,,,
,利用,1.0,,,
,全面实现,1.0,,,
,充分发挥,1.0,,,
,储粮,1.0,,,
,储备,1.0,,,
,做到,1.0,,,
,体系,1.0,,,
,传统,1.0,,,
,优化,1.0,,,
,人才,1.0,,,
,产粮,1.0,,,
,产品,1.0,,,
,于田,1.0,,,
,于库,1.0,,,
,于市,1.0,,,
,乐于,1.0,,,
,主导产业,1.0,,,
,为主,1.0,,,
,,,,,
发展农村现代产业，需要着力转变农业增长方式，用现代发展理念指导农业，用现代生产要素投入农业，用现代生产方式改造农业。要抓住当前科技进步、产业重组、生产要素转移加快的极好机遇，建立现代生产要素流向农业、现生产方式改造农业的机制，进一步加大“科技兴农”的力度。包括制定支持工商企业投资农业，鼓励现代经营管理方式改造农业，引导资本、技术、人才等要素流向农业，鼓励利用国际国内资源，在更广领域上促进农业资源的优化配置等政策措施，促进农业与工业、农业与服务业的融合，提高农业的产业化、国际化、现代化水平。,农业,13.0,农业,农业,发展
,现代,6.0,现代,现代,技术
,要素,4.0,要素,要素,加快
,生产,3.0,改造,改造,产业
,改造,3.0,生产方式,生产方式,领域
,鼓励,2.0,流向,流向,人才
,资源,2.0,科技兴农,科技兴农,国际
,生产方式,2.0,生产,生产,农业
,流向,2.0,鼓励,鼓励,提高
,方式,2.0,促进,促进,资源
,发展,2.0,产业,产业,促进
,促进,2.0,资源,资源,融合
,产业,2.0,工商企业,工商企业,支持
,领域,1.0,科技进步,科技进步,水平
,需要,1.0,方式,方式,需要
,重组,1.0,,,
,配置,1.0,,,
,进一步,1.0,,,
,转移,1.0,,,
,转变,1.0,,,
,资本,1.0,,,
,融合,1.0,,,
,经营,1.0,,,
,管理,1.0,,,
,科技进步,1.0,,,
,科技兴农,1.0,,,
,着力,1.0,,,
,理念,1.0,,,
,现代化,1.0,,,
,水平,1.0,,,
,极好,1.0,,,
,机遇,1.0,,,
,机制,1.0,,,
,服务业,1.0,,,
,政策措施,1.0,,,
,支持,1.0,,,
,提高,1.0,,,
,指导,1.0,,,
,投资,1.0,,,
,投入,1.0,,,
,抓住,1.0,,,
,技术,1.0,,,
,当前,1.0,,,
,引导,1.0,,,
,建立,1.0,,,
,工商企业,1.0,,,
,工业,1.0,,,
,增长,1.0,,,
,国际化,1.0,,,
,国际,1.0,,,
,国内,1.0,,,
,包括,1.0,,,
,加快,1.0,,,
,加大,1.0,,,
,力度,1.0,,,
,制定,1.0,,,
,利用,1.0,,,
,农村,1.0,,,
,优化,1.0,,,
,人才,1.0,,,
,产业化,1.0,,,
,,,,,
科学技术是第一生产力，自主创新是第一竞争力。抓住了自主创新，就抓住了科学技术发展的战略基点，就抓住了结构调整和增长方式转变的中心环节，就抓住了把握战略机遇期、实现经济长期稳定较快发展的关键。我们一定要增强自主创新的紧迫感和责任感，以背水一战的勇气，过华山天险的气魄，攀科学高峰的智慧，加快创新型省份建设，坚定不移地走科技进步和自主创新之路，推动浙江经济社会切实转入科学发展的轨道。,自主,4.0,自主,自主,创新
,抓住,4.0,抓住,抓住,发展
,创新,4.0,创新,创新,建设
,发展,3.0,科学技术,科学技术,经济
,第一,2.0,战略,战略,推动
,科学技术,2.0,科学,科学,加快
,科学,2.0,机遇期,机遇期,我们
,战略,2.0,背水一战,背水一战,科学
,高峰,1.0,发展,发展,战略
,长期,1.0,中心环节,中心环节,自主
,转变,1.0,第一,第一,实现
,转入,1.0,紧迫感,紧迫感,关键
,轨道,1.0,科技进步,科技进步,科学技术
,责任感,1.0,天险,天险,增强
,背水一战,1.0,气魄,气魄,经济社会
,结构调整,1.0,,,
,经济社会,1.0,,,
,经济,1.0,,,
,紧迫感,1.0,,,
,竞争力,1.0,,,
,稳定,1.0,,,
,科技进步,1.0,,,
,省份,1.0,,,
,生产力,1.0,,,
,浙江,1.0,,,
,气魄,1.0,,,
,机遇期,1.0,,,
,智慧,1.0,,,
,方式,1.0,,,
,推动,1.0,,,
,把握,1.0,,,
,我们,1.0,,,
,建设,1.0,,,
,实现,1.0,,,
,天险,1.0,,,
,增长,1.0,,,
,增强,1.0,,,
,基点,1.0,,,
,坚定不移,1.0,,,
,华山,1.0,,,
,勇气,1.0,,,
,加快,1.0,,,
,创新型,1.0,,,
,切实,1.0,,,
,关键,1.0,,,
,中心环节,1.0,,,
,一定,1.0,,,
,,,,,
今后一个时期，是浙江全面建设小康社会的关键时期。我们必须加快提高自主创新能力，努力在创新型省份建设方面走在前列。总体目标是：到2010年，全省全社会研究开发投入占生产总值的比重达到1.5%以上，科技进步贡献率达到50%以上，发明专利授权量和国际科学论文被引用数均居全国先进水平，高新技术产业产值超过1万亿元，其中高技术产业产值超过5000亿元，高新技术产业增加值占工业增加值比重达到25%左右。突破和掌握一批对浙江经济社会发展具有明显带动作用的核心关键技术，培养和造就一支具有国内领先水平的创新人才队伍，提高全民的创新意识和科技素养，基本建成具有浙江特色的区域创新体系。到2020年，全社会研究开发投入占生产总值的比重提高到2.5%以上，科技进步贡献率达到65%以上，使浙江成为科技对经济社会发展发挥决定性作用，高新技术产业成为主导产业，传统产业得到全面改造提升，创新创业环境优越，具有持续创新能力的创新型省份，基本建成科技综合实力、区域创新能力、公众科学素质居于全国前列的科技强省。,达到,4.0,创新能力,创新能力,创新
,科技,4.0,高新技术,高新技术,科技
,浙江,4.0,浙江,浙江,发展
,创新,4.0,科技,科技,建设
,具有,4.0,创新,创新,加快
,以上,4.0,产业,产业,产业
,产业,4.0,科技进步,科技进步,我们
,高新技术,3.0,比重,比重,科学
,比重,3.0,贡献率,贡献率,研究
,提高,3.0,达到,达到,国际
,创新能力,3.0,以上,以上,自主
,超过,2.0,具有,具有,体系
,贡献率,2.0,创新型,创新型,社会
,经济社会,2.0,省份,省份,发挥
,科技进步,2.0,增加值,增加值,提高
,社会,2.0,,,
,研究,2.0,,,
,省份,2.0,,,
,生产总值,2.0,,,
,投入,2.0,,,
,成为,2.0,,,
,开发,2.0,,,
,建设,2.0,,,
,建成,2.0,,,
,增加值,2.0,,,
,基本,2.0,,,
,发展,2.0,,,
,区域,2.0,,,
,前列,2.0,,,
,创新型,2.0,,,
,全面,2.0,,,
,全国,2.0,,,
,作用,2.0,,,
,产值,2.0,,,
,高技术,1.0,,,
,领先水平,1.0,,,
,造就,1.0,,,
,自主,1.0,,,
,综合,1.0,,,
,素质,1.0,,,
,素养,1.0,,,
,突破,1.0,,,
,科学论文,1.0,,,
,科学,1.0,,,
,环境,1.0,,,
,特色,1.0,,,
,水平,1.0,,,
,核心,1.0,,,
,明显,1.0,,,
,时期,1.0,,,
,方面,1.0,,,
,数均,1.0,,,
,改造,1.0,,,
,提升,1.0,,,
,掌握,1.0,,,
,授权量,1.0,,,
,持续,1.0,,,
,我们,1.0,,,
,意识,1.0,,,
,总体目标,1.0,,,
,必须,1.0,,,
,得到,1.0,,,
,强省,1.0,,,
,引用,1.0,,,
,带动,1.0,,,
,左右,1.0,,,
,工业,1.0,,,
,居于,1.0,,,
,小康社会,1.0,,,
,实力,1.0,,,
,培养,1.0,,,
,国际,1.0,,,
,国内,1.0,,,
,发明专利,1.0,,,
,发挥,1.0,,,
,努力,1.0,,,
,加快,1.0,,,
,创业,1.0,,,
,决定性,1.0,,,
,其中,1.0,,,
,关键时期,1.0,,,
,关键技术,1.0,,,
,公众,1.0,,,
,全省,1.0,,,
,全民,1.0,,,
,先进,1.0,,,
,体系,1.0,,,
,传统产业,1.0,,,
,优越,1.0,,,
,今后,1.0,,,
,亿元,1.0,,,
,人才队伍,1.0,,,
,主导产业,1.0,,,
,万亿元,1.0,,,
,一支,1.0,,,
,一批,1.0,,,
,一个,1.0,,,
,65%,1.0,,,
,5000,1.0,,,
,50%,1.0,,,
,25%,1.0,,,
,2020,1.0,,,
,2010,1.0,,,
,2.5%,1.0,,,
,1.5%,1.0,,,
,,,,,
坚持有所为有所不为，努力实现重点突破和跨越发展。“十一五”期间，浙江科技发展的战略重点：一是把发展能源、山海资源开发、水资源节约和环境保护技术放在优先位置，集中力量解决制约经济社会发展的重大瓶颈问题。二是加快电子信息、生物医药、新材料、先进装备制造等高技术产业发展，把获取核心技术的自主知识产权，作为提高浙江产业竞争力的突破口。三是加快信息技术、生物技术、新材料技术等在传统工业中的应用，全面提升传统产业的技术水平。四是加快生物技术、信息技术在农业中的推广应用，大力发展高效生态农业。五是加快人口健康、公共安全等社会发展领域的科技进步，为构建和谐社会提供科技支撑。要围绕这些战略重点，立足支撑经济社会发展的需求，组织实施好高新技术产业、传统制造业、装备制造业、现代农业、环境资源、海洋开发、健康与安全、服务业信息化等“八大科技创新”工程，明确技术基础较好、近期有望突破的优先主题，筛选出若干个战略产品或关键共性技术作为重大专项，集中力量，重点攻克，努力实现跨越发展。,发展,8.0,发展,发展,创新
,技术,6.0,技术,技术,科技
,加快,4.0,加快,加快,发展
,科技,3.0,战略重点,战略重点,技术
,产业,3.0,集中力量,集中力量,加快
,集中力量,2.0,努力实现,努力实现,产业
,重点,2.0,科技,科技,领域
,重大,2.0,信息技术,信息技术,战略
,跨越,2.0,产业,产业,自主
,资源,2.0,跨越,跨越,基础
,装备,2.0,经济社会,经济社会,社会
,经济社会,2.0,优先,优先,关键
,突破,2.0,制造业,制造业,农业
,生物,2.0,浙江,浙江,重大
,浙江,2.0,四是,四是,坚持
,材料,2.0,,,
,支撑,2.0,,,
,战略重点,2.0,,,
,开发,2.0,,,
,努力实现,2.0,,,
,制造业,2.0,,,
,健康,2.0,,,
,信息技术,2.0,,,
,作为,2.0,,,
,传统,2.0,,,
,优先,2.0,,,
,高新技术,1.0,,,
,高效,1.0,,,
,高技术,1.0,,,
,领域,1.0,,,
,需求,1.0,,,
,问题,1.0,,,
,这些,1.0,,,
,近期,1.0,,,
,解决,1.0,,,
,获取,1.0,,,
,若干个,1.0,,,
,节约,1.0,,,
,自主,1.0,,,
,能源,1.0,,,
,组织,1.0,,,
,筛选,1.0,,,
,竞争力,1.0,,,
,立足,1.0,,,
,突破口,1.0,,,
,科技进步,1.0,,,
,社会,1.0,,,
,知识产权,1.0,,,
,电子信息,1.0,,,
,生物医药,1.0,,,
,生态农业,1.0,,,
,瓶颈,1.0,,,
,现代农业,1.0,,,
,环境保护,1.0,,,
,环境,1.0,,,
,海洋,1.0,,,
,水资源,1.0,,,
,核心技术,1.0,,,
,构建,1.0,,,
,期间,1.0,,,
,服务业,1.0,,,
,有望,1.0,,,
,有所为有所不为,1.0,,,
,明确,1.0,,,
,放在,1.0,,,
,攻克,1.0,,,
,提高,1.0,,,
,提升,1.0,,,
,提供,1.0,,,
,推广应用,1.0,,,
,技术水平,1.0,,,
,战略,1.0,,,
,应用,1.0,,,
,工程,1.0,,,
,工业,1.0,,,
,山海,1.0,,,
,实施,1.0,,,
,安全,1.0,,,
,大力发展,1.0,,,
,基础,1.0,,,
,坚持,1.0,,,
,围绕,1.0,,,
,四是,1.0,,,
,和谐社会,1.0,,,
,十一五,1.0,,,
,制造,1.0,,,
,制约,1.0,,,
,创新,1.0,,,
,农业,1.0,,,
,关键,1.0,,,
,共性,1.0,,,
,公共安全,1.0,,,
,八大,1.0,,,
,全面,1.0,,,
,先进,1.0,,,
,信息化,1.0,,,
,位置,1.0,,,
,传统产业,1.0,,,
,人口,1.0,,,
,产品,1.0,,,
,五是,1.0,,,
,二是,1.0,,,
,主题,1.0,,,
,专项,1.0,,,
,三是,1.0,,,
,一是,1.0,,,
,,,,,
坚持以强化企业主体地位为重点，加快推进区域创新体系建设。浙江建设创新型省份，关键是要让企业成为技术创新的决策主体、投入主体、利益主体和风险承担主体，建立以企业为主体、市场为导向、产学研相结合的开放型区域创新体系。要依托大企业大集团，鼓励支持企业主动面向科研机构、高等院校寻求智力支撑，开展产学研合作，建立具有较强研究开发能力的企业工程中心和技术中心。大学和科研院所要在加强战略高技术研究和基础性科学研究的同时，注重成果转化，积极为企业开展技术创新提供坚实的科学和技术支撑。大力扶持中小企业的技术创新活动，重点办好各类企业孵化器，培育一批具有创新能力和成长潜力的高技术中小企业。加快发展为企业服务的各种科技中介服务机构，促进企业之间、企业与高等院校和科研院所之间的知识流动和技术转移。研究制定鼓励企业自主创新的政策，降低企业创新成本，增强企业创新动力。,企业,14.0,企业,企业,创新
,主体,6.0,主体,主体,科技
,创新,5.0,创新,创新,发展
,研究,3.0,技术创新,技术创新,技术
,技术创新,3.0,产学研,产学研,建设
,技术,3.0,科研院所,科研院所,加快
,鼓励,2.0,高技术,高技术,加强
,高等院校,2.0,高等院校,高等院校,合作
,高技术,2.0,技术,技术,科学
,重点,2.0,中小企业,中小企业,战略
,科研院所,2.0,研究,研究,企业
,服务,2.0,鼓励,鼓励,研究
,支撑,2.0,开展,开展,自主
,开展,2.0,加快,加快,体系
,建设,2.0,体系,体系,关键
,建立,2.0,,,
,区域,2.0,,,
,加快,2.0,,,
,具有,2.0,,,
,体系,2.0,,,
,产学研,2.0,,,
,之间,2.0,,,
,中心,2.0,,,
,中小企业,2.0,,,
,风险,1.0,,,
,面向,1.0,,,
,集团,1.0,,,
,降低,1.0,,,
,较强,1.0,,,
,转移,1.0,,,
,转化,1.0,,,
,自主,1.0,,,
,能力,1.0,,,
,积极,1.0,,,
,科研机构,1.0,,,
,科技,1.0,,,
,科学研究,1.0,,,
,科学,1.0,,,
,知识,1.0,,,
,省份,1.0,,,
,相结合,1.0,,,
,潜力,1.0,,,
,浙江,1.0,,,
,流动,1.0,,,
,活动,1.0,,,
,注重,1.0,,,
,机构,1.0,,,
,智力,1.0,,,
,政策,1.0,,,
,支持,1.0,,,
,提供,1.0,,,
,推进,1.0,,,
,投入,1.0,,,
,承担,1.0,,,
,扶持,1.0,,,
,战略,1.0,,,
,成长,1.0,,,
,成果,1.0,,,
,成本,1.0,,,
,成为,1.0,,,
,强化,1.0,,,
,开放型,1.0,,,
,开发,1.0,,,
,市场,1.0,,,
,工程,1.0,,,
,导向,1.0,,,
,寻求,1.0,,,
,孵化器,1.0,,,
,大学,1.0,,,
,大力,1.0,,,
,增强,1.0,,,
,基础性,1.0,,,
,培育,1.0,,,
,坚持,1.0,,,
,坚实,1.0,,,
,地位,1.0,,,
,同时,1.0,,,
,合作,1.0,,,
,各类,1.0,,,
,各种,1.0,,,
,发展,1.0,,,
,动力,1.0,,,
,加强,1.0,,,
,办好,1.0,,,
,制定,1.0,,,
,利益,1.0,,,
,创新能力,1.0,,,
,创新型,1.0,,,
,决策,1.0,,,
,关键,1.0,,,
,促进,1.0,,,
,依托,1.0,,,
,主动,1.0,,,
,中介,1.0,,,
,一批,1.0,,,
,,,,,
坚持改革创新、开放集成，进一步增强自主创新的动力和活力。以开放的思路、市场的办法集聚和配置创新要素，推动科技进步与创新，是浙江科技工作的一大特点和优势。要继续抓好体制机制创新，建立健全技术创新机制和现代知识产权制度。深化科研体制改革，鼓励发展民营科研机构，做强做大一批重点科研院所。加快高校重点学科建设，支持浙江大学和中国美术学院向世界一流大学发展，支持有条件的省属高校建设成为研究型大学或教学研究型大学，大力发展职业技术教育。充分发挥市场在配置科技资源中的基础性作用，进一步解决好科技与经济“两张皮”的问题。要在全国乃至全球范围配置创新资源，为我所用。积极整合现有技术，推进集成创新，鼓励企业在引进国外先进技术的同时，切实抓好消化、吸收和再创新工作。,创新,8.0,创新,创新,创新
,配置,3.0,研究型,研究型,科技
,科技,3.0,配置,配置,发展
,技术,3.0,科技,科技,技术
,鼓励,2.0,集成,集成,建设
,高校,2.0,高校,高校,经济
,集成,2.0,技术,技术,推动
,进一步,2.0,开放,开放,加快
,资源,2.0,鼓励,鼓励,世界
,研究型,2.0,一流大学,一流大学,企业
,机制,2.0,重点学科,重点学科,自主
,支持,2.0,继续抓好,继续抓好,推进
,开放,2.0,机制,机制,坚持
,建设,2.0,做强,做强,全球
,市场,2.0,中国美术学院,中国美术学院,优势
,工作,2.0,,,
,大学,2.0,,,
,发展,2.0,,,
,集聚,1.0,,,
,问题,1.0,,,
,重点学科,1.0,,,
,重点,1.0,,,
,解决,1.0,,,
,要素,1.0,,,
,范围,1.0,,,
,自主,1.0,,,
,职业,1.0,,,
,继续抓好,1.0,,,
,经济,1.0,,,
,积极,1.0,,,
,科研院所,1.0,,,
,科研机构,1.0,,,
,科研,1.0,,,
,科技进步,1.0,,,
,知识产权,1.0,,,
,省属,1.0,,,
,现有,1.0,,,
,现代,1.0,,,
,特点,1.0,,,
,深化,1.0,,,
,消化,1.0,,,
,浙江大学,1.0,,,
,浙江,1.0,,,
,活力,1.0,,,
,民营,1.0,,,
,条件,1.0,,,
,整合,1.0,,,
,教育,1.0,,,
,教学,1.0,,,
,改革,1.0,,,
,推进,1.0,,,
,推动,1.0,,,
,抓好,1.0,,,
,技术创新,1.0,,,
,成为,1.0,,,
,思路,1.0,,,
,引进,1.0,,,
,建立健全,1.0,,,
,大力发展,1.0,,,
,增强,1.0,,,
,基础性,1.0,,,
,坚持,1.0,,,
,国外,1.0,,,
,吸收,1.0,,,
,同时,1.0,,,
,动力,1.0,,,
,加快,1.0,,,
,办法,1.0,,,
,制度,1.0,,,
,切实,1.0,,,
,全球,1.0,,,
,全国,1.0,,,
,先进,1.0,,,
,充分发挥,1.0,,,
,做强,1.0,,,
,作用,1.0,,,
,体制改革,1.0,,,
,体制,1.0,,,
,优势,1.0,,,
,企业,1.0,,,
,乃至,1.0,,,
,为我所用,1.0,,,
,中国美术学院,1.0,,,
,两张皮,1.0,,,
,世界,1.0,,,
,一流大学,1.0,,,
,一批,1.0,,,
,一大,1.0,,,
,,,,,
坚持以人才为本，建设造就一支结构合理、素质优良、实力强劲的创新人才队伍。自主创新，人才为先，人才为本。各级领导干部要强化人才资源是第一资源的意识，做到求贤若渴，爱才如命，惜才如金，唯才是用，以强烈的责任感和紧迫感来培养造就和使用好人才。全面实施人才强省战略，加快推进“百千万科技创新人才工程”和“创新领军人才计划”，努力建设一支规模宏大、结构合理、素质优良的创新型人才队伍。同时，还要完善人才激励机制，更好地落实和完善技术要素参与分配的政策，加大科技奖励力度，充分调动创新人才和科技人员的积极性、创造性。,人才,9.0,人才,人才,创新
,创新,5.0,创新,创新,科技
,造就,2.0,为本,为本,技术
,结构合理,2.0,人才队伍,人才队伍,建设
,素质,2.0,结构合理,结构合理,加快
,科技,2.0,造就,造就,人才
,建设,2.0,素质,素质,战略
,完善,2.0,优良,优良,自主
,优良,2.0,爱才如命,爱才如命,推进
,人才队伍,2.0,百千万,百千万,坚持
,为本,2.0,一支,一支,资源
,一支,2.0,求贤若渴,求贤若渴,努力
,领导,1.0,如金,如金,加大
,领军,1.0,唯才,唯才,完善
,还要,1.0,强省,强省,要素
,资源,1.0,,,
,责任感,1.0,,,
,计划,1.0,,,
,规模宏大,1.0,,,
,要素,1.0,,,
,落实,1.0,,,
,自主,1.0,,,
,紧迫感,1.0,,,
,第一,1.0,,,
,积极性,1.0,,,
,科技人员,1.0,,,
,百千万,1.0,,,
,爱才如命,1.0,,,
,激励机制,1.0,,,
,求贤若渴,1.0,,,
,更好,1.0,,,
,政策,1.0,,,
,推进,1.0,,,
,技术,1.0,,,
,战略,1.0,,,
,意识,1.0,,,
,强省,1.0,,,
,强烈,1.0,,,
,强化,1.0,,,
,强劲,1.0,,,
,干部,1.0,,,
,工程,1.0,,,
,实力,1.0,,,
,如金,1.0,,,
,奖励,1.0,,,
,培养,1.0,,,
,坚持,1.0,,,
,唯才,1.0,,,
,同时,1.0,,,
,各级,1.0,,,
,参与,1.0,,,
,努力,1.0,,,
,加快,1.0,,,
,加大,1.0,,,
,力度,1.0,,,
,创造性,1.0,,,
,创新型,1.0,,,
,分配,1.0,,,
,全面实施,1.0,,,
,充分调动,1.0,,,
,做到,1.0,,,
,使用,1.0,,,
,人才资源,1.0,,,
,为先,1.0,,,
,,,,,
经济高效，就是做大做强有比较优势的农业主导产业，着力提升农业集约经营水平，开拓农业的多种功能，拉长农业产业链，提高农产品附加值，使农业成为能够带动农民致富的高效产业；产品安全，就是以绿色消费为导向，大力发展优质安全的农产品，形成从农田到餐桌全过程的农产品质量安全保障体系，以绿色安全来提升农产品的市场竞争力；资源节约，就是从浙江农业资源短缺的实际出发，注重农业资源的节约使用、循环利用、综合开发，积极推广资源节约型生产经营模式；环境友好，就是按照人与自然和谐发展的要求，推进农业标准化清洁生产，加强农业污染治理和生态环境建设，实现农业可持续发展；技术密集，就是使科技进步成为农业增长的主要动力，大幅度提高农业的科技含量和科技贡献率，充分运用生物技术、信息技术、新材料技术提升种子种苗、种植养殖和农产品精深加工水平；凸显人力资源优势，就是从人多地少的实际出发，充分发挥精耕细作的优良传统，着力提高农业劳动者的科技文化素质，大力发展劳动密集型与技术密集型相结合的特色优势产业，挖掘农业就业增收的潜力，促进农业向广度和深度进军，使农业发展真正走上依靠科技进步和提高劳动者素质的轨道。,农业,16.0,农业,农业,科技
,农产品,5.0,农产品,农产品,发展
,就是,4.0,科技进步,科技进步,技术
,资源,3.0,提升,提升,建设
,提高,3.0,安全,安全,经济
,提升,3.0,资源,资源,加强
,技术,3.0,大力发展,大力发展,产业
,安全,3.0,高效,高效,实现
,发展,3.0,劳动者,劳动者,推进
,高效,2.0,着力,着力,农业
,绿色,2.0,就是,就是,提高
,科技进步,2.0,提高,提高,优势
,科技,2.0,技术,技术,资源
,着力,2.0,绿色,绿色,提升
,生产,2.0,加工水平,加工水平,促进
,是从,2.0,,,
,成为,2.0,,,
,实际,2.0,,,
,大力发展,2.0,,,
,劳动者,2.0,,,
,出发,2.0,,,
,优势,2.0,,,
,餐桌,1.0,,,
,集约经营,1.0,,,
,附加值,1.0,,,
,进军,1.0,,,
,轨道,1.0,,,
,走上,1.0,,,
,资源节约型,1.0,,,
,质量,1.0,,,
,贡献率,1.0,,,
,要求,1.0,,,
,节约使用,1.0,,,
,节约,1.0,,,
,致富,1.0,,,
,能够,1.0,,,
,综合,1.0,,,
,经营,1.0,,,
,经济,1.0,,,
,素质,1.0,,,
,精耕细作,1.0,,,
,精深,1.0,,,
,竞争力,1.0,,,
,积极,1.0,,,
,科技含量,1.0,,,
,种苗,1.0,,,
,种植,1.0,,,
,种子,1.0,,,
,短缺,1.0,,,
,真正,1.0,,,
,相结合,1.0,,,
,生物,1.0,,,
,生态环境,1.0,,,
,环境友好,1.0,,,
,特色,1.0,,,
,潜力,1.0,,,
,清洁,1.0,,,
,深度,1.0,,,
,消费,1.0,,,
,浙江,1.0,,,
,注重,1.0,,,
,治理,1.0,,,
,污染,1.0,,,
,水平,1.0,,,
,比较,1.0,,,
,模式,1.0,,,
,标准化,1.0,,,
,材料,1.0,,,
,文化素质,1.0,,,
,推进,1.0,,,
,推广,1.0,,,
,挖掘,1.0,,,
,按照,1.0,,,
,持续,1.0,,,
,拉长,1.0,,,
,技术密集,1.0,,,
,循环,1.0,,,
,形成,1.0,,,
,开拓,1.0,,,
,开发,1.0,,,
,建设,1.0,,,
,广度,1.0,,,
,带动,1.0,,,
,市场,1.0,,,
,就业,1.0,,,
,导向,1.0,,,
,密集型,1.0,,,
,实现,1.0,,,
,大幅度提高,1.0,,,
,多种,1.0,,,
,增长,1.0,,,
,增收,1.0,,,
,和谐,1.0,,,
,劳动密集型,1.0,,,
,动力,1.0,,,
,加强,1.0,,,
,加工水平,1.0,,,
,功能,1.0,,,
,利用,1.0,,,
,凸显,1.0,,,
,农田,1.0,,,
,农民,1.0,,,
,养殖,1.0,,,
,全过程,1.0,,,
,充分运用,1.0,,,
,充分发挥,1.0,,,
,信息技术,1.0,,,
,保障体系,1.0,,,
,促进,1.0,,,
,依靠,1.0,,,
,优质,1.0,,,
,优良传统,1.0,,,
,优势产业,1.0,,,
,人多地少,1.0,,,
,人力资源,1.0,,,
,人与自然,1.0,,,
,产品安全,1.0,,,
,产业链,1.0,,,
,产业,1.0,,,
,主要,1.0,,,
,主导产业,1.0,,,
,,,,,
按照建设创新型省份的要求，加快农业科技创新平台建设，引导涉农企业开展技术创新活动。按照建设资源节约型、环境友好型社会和农业功能多样化的要求，大力推进农作制度改革和生产模式创新，重点推广设施农业、循环农业、精准农业、休闲农业、有机农业等高效生态的生产模式。推进农业科技推广服务组织创新，围绕特色优势产业强县建设，组建由教育、科研、推广机构和行业协会等多方参与的区域性专业性科技服务组织，建立和完善首席专家、推广教授、科技特派员、责任农技员制度，构建农科教、产学研一体化的新型农技推广体系。,农业,8.0,农业,农业,创新
,推广,4.0,推广,推广,科技
,建设,4.0,建设,建设,建设
,科技,3.0,科技,科技,加快
,创新,3.0,创新,创新,企业
,要求,2.0,科技推广,科技推广,体系
,组织,2.0,模式,模式,社会
,生产,2.0,强县,强县,推进
,模式,2.0,农技员,农技员,农业
,服务,2.0,农科教,农科教,改革
,推进,2.0,农技,农技,服务
,按照,2.0,推进,推进,组织
,制度,2.0,首席专家,首席专家,构建
,高效,1.0,优势产业,优势产业,科研
,首席专家,1.0,服务,服务,完善
,重点,1.0,,,
,资源节约型,1.0,,,
,责任,1.0,,,
,设施,1.0,,,
,行业协会,1.0,,,
,组建,1.0,,,
,精准,1.0,,,
,科研,1.0,,,
,科技推广,1.0,,,
,社会,1.0,,,
,省份,1.0,,,
,生态,1.0,,,
,环境友好,1.0,,,
,特色,1.0,,,
,特派员,1.0,,,
,涉农,1.0,,,
,活动,1.0,,,
,构建,1.0,,,
,机构,1.0,,,
,有机,1.0,,,
,新型,1.0,,,
,教育,1.0,,,
,教授,1.0,,,
,改革,1.0,,,
,技术创新,1.0,,,
,循环,1.0,,,
,强县,1.0,,,
,引导,1.0,,,
,开展,1.0,,,
,建立,1.0,,,
,平台,1.0,,,
,完善,1.0,,,
,大力,1.0,,,
,多样化,1.0,,,
,多方,1.0,,,
,围绕,1.0,,,
,参与,1.0,,,
,区域性,1.0,,,
,加快,1.0,,,
,功能,1.0,,,
,创新型,1.0,,,
,农科教,1.0,,,
,农技员,1.0,,,
,农技,1.0,,,
,农作,1.0,,,
,体系,1.0,,,
,优势产业,1.0,,,
,休闲,1.0,,,
,企业,1.0,,,
,产学研,1.0,,,
,专业性,1.0,,,
,一体化,1.0,,,
,,,,,
建立健全政府对现代农业的支持和保护体系。建立以工促农、以城带乡的长效机制，切实提高政府运用财政手段支持农业发展的能力。巩固和完善支农惠农强农的政策，加大对农业基础设施建设、生态环境改善、农业科技研发、良种良法推广、农民培训教育等公共产品的供给力度。制定和完善农业产业导向、农业经营体制、农业资源保护、增加农业劳动者收入、保障农业劳动者权益等方面的政策和法规。积极引导工商资本和民间资金投资高效生态农业，引导多种投资主体参与发展农业信息、科技、保险、信贷等服务产业。充分发挥农村合作金融在现代农业发展中的作用，积极鼓励各级金融机构加大对农业的信贷支持力度，进一步完善政策性农业保险办法。支持发展农用工业和高效、实用、价廉的农业设施装备，加强先进适用农机具的示范推广，加快发展新型肥料、低毒高效农药等新型农业投入品，为高效生态的现代农业提供支撑和保障。,农业,12.0,农业,农业,科技
,发展,5.0,高效,高效,发展
,高效,4.0,现代农业,现代农业,建设
,支持,4.0,支持,支持,加快
,现代农业,3.0,完善,完善,加强
,完善,3.0,发展,发展,产业
,积极,2.0,劳动者,劳动者,合作
,科技,2.0,新型,新型,体系
,新型,2.0,推广,推广,农业
,政策,2.0,引导,引导,提高
,政府,2.0,保险,保险,资源
,推广,2.0,力度,力度,作用
,投资,2.0,保障,保障,能力
,引导,2.0,以工,以工,支持
,劳动者,2.0,促农,促农,积极
,加大,2.0,,,
,力度,2.0,,,
,信贷,2.0,,,
,保障,2.0,,,
,保险,2.0,,,
,保护,2.0,,,
,鼓励,1.0,,,
,长效机制,1.0,,,
,金融机构,1.0,,,
,金融,1.0,,,
,适用,1.0,,,
,进一步,1.0,,,
,运用,1.0,,,
,资金,1.0,,,
,资源,1.0,,,
,资本,1.0,,,
