原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,便捷,2.0,,,
,人民,2.0,,,
,高质量,1.0,,,
,食品安全,1.0,,,
,风控,1.0,,,
,降低,1.0,,,
,防伪,1.0,,,
,问题,1.0,,,
,银行,1.0,,,
,部门,1.0,,,
,透明,1.0,,,
,运营,1.0,,,
,运用,1.0,,,
,转换,1.0,,,
,跨部门,1.0,,,
,资金,1.0,,,
,贷款,1.0,,,
,解决,1.0,,,
,要素,1.0,,,
,行业,1.0,,,
,融资难,1.0,,,
,营商,1.0,,,
,脱贫,1.0,,,
,能源,1.0,,,
,维护,1.0,,,
,结构性,1.0,,,
,细分,1.0,,,
,管理,1.0,,,
,稳定,1.0,,,
,积极,1.0,,,
,社会,1.0,,,
,相结合,1.0,,,
,监管,1.0,,,
,电力,1.0,,,
,生产,1.0,,,
,环境,1.0,,,
,深度,1.0,,,
,深化,1.0,,,
,流动,1.0,,,
,水平,1.0,,,
,民生,1.0,,,
,有效,1.0,,,
,有序,1.0,,,
,最多,1.0,,,
,更好,1.0,,,
,智能化,1.0,,,
,智能,1.0,,,
,新旧,1.0,,,
,新型,1.0,,,
,数据,1.0,,,
,数字,1.0,,,
,教育,1.0,,,
,救助,1.0,,,
,效率,1.0,,,
,支撑,1.0,,,
,推进,1.0,,,
,推广应用,1.0,,,
,接续,1.0,,,
,拓展,1.0,,,
,抓住,1.0,,,
,打造,1.0,,,
,成本,1.0,,,
,征信,1.0,,,
,底层,1.0,,,
,应用,1.0,,,
,带来,1.0,,,
,就业,1.0,,,
,对接,1.0,,,
,实体,1.0,,,
,契机,1.0,,,
,大规模,1.0,,,
,基础设施,1.0,,,
,商品,1.0,,,
,可信,1.0,,,
,发挥,1.0,,,
,发展,1.0,,,
,医疗,1.0,,,
,动能,1.0,,,
,动力,1.0,,,
,加快,1.0,,,
,功能,1.0,,,
,办理,1.0,,,
,创新,1.0,,,
,养老,1.0,,,
,共同,1.0,,,
,公益,1.0,,,
,公平竞争,1.0,,,
,公共服务,1.0,,,
,健康,1.0,,,
,保障,1.0,,,
,供需,1.0,,,
,供给,1.0,,,
,作用,1.0,,,
,体验,1.0,,,
,体系,1.0,,,
,优质,1.0,,,
,优化,1.0,,,
,人才,1.0,,,
,产业,1.0,,,
,交通,1.0,,,
,互联互通,1.0,,,
,中小企业,1.0,,,
,业务流程,1.0,,,
,业务,1.0,,,
,一次,1.0,,,
,,,,,
要加强对区块链技术的引导和规范，加强对区块链安全风险的研究和分析，密切跟踪发展动态，积极探索发展规律。要探索建立适应区块链技术机制的安全保障体系，引导和推动区块链开发者、平台运营者加强行业自律、落实安全责任。要把依法治网落实到区块链管理中，推动区块链安全有序发展。,区块,6.0,区块,区块,发展
,安全,4.0,安全,安全,技术
,发展,3.0,加强,加强,推动
,加强,3.0,落实,落实,加强
,落实,2.0,引导,引导,研究
,推动,2.0,运营者,运营者,安全
,技术,2.0,治网,治网,机制
,引导,2.0,开发者,开发者,探索
,风险,1.0,发展,发展,管理
,适应,1.0,推动,推动,建立
,运营者,1.0,保障体系,保障体系,区块
,跟踪,1.0,积极探索,积极探索,规律
,责任,1.0,技术,技术,引导
,规范,1.0,自律,自律,平台
,规律,1.0,有序,有序,适应
,行业,1.0,,,
,自律,1.0,,,
,管理,1.0,,,
,积极探索,1.0,,,
,研究,1.0,,,
,治网,1.0,,,
,机制,1.0,,,
,有序,1.0,,,
,探索,1.0,,,
,开发者,1.0,,,
,建立,1.0,,,
,平台,1.0,,,
,密切,1.0,,,
,动态,1.0,,,
,分析,1.0,,,
,保障体系,1.0,,,
,依法,1.0,,,
,,,,,
相关部门及其负责领导同志要注意区块链技术发展现状和趋势，提高运用和管理区块链技术能力，使区块链技术在建设网络强国、发展数字经济、助力经济社会发展等方面发挥更大作用。,技术,3.0,区块,区块,发展
,发展,3.0,技术,技术,技术
,区块,3.0,发展,发展,建设
,领导,1.0,助力,助力,经济
,部门,1.0,强国,强国,数字
,运用,1.0,经济社会,经济社会,发挥
,趋势,1.0,现状,现状,提高
,负责,1.0,更大,更大,作用
,能力,1.0,数字,数字,能力
,网络,1.0,网络,网络,方面
,经济社会,1.0,运用,运用,强国
,经济,1.0,发挥,发挥,经济社会
,管理,1.0,同志,同志,管理
,相关,1.0,负责,负责,区块
,现状,1.0,注意,注意,领导
,注意,1.0,,,
,更大,1.0,,,
,方面,1.0,,,
,数字,1.0,,,
,提高,1.0,,,
,强国,1.0,,,
,建设,1.0,,,
,同志,1.0,,,
,发挥,1.0,,,
,及其,1.0,,,
,助力,1.0,,,
,作用,1.0,,,
,,,,,
当前，新一轮科技革命和产业变革蓬勃兴起。科技的未来在青年。开展科技人文交流，推动青年创新合作，是各国共同愿望。希望与会嘉宾围绕“汇聚天下英才 共创美好未来”主题，交流思想，互学互鉴，筑牢友谊基石，扎紧合作纽带，让更多青年科技人才施展抱负、成就梦想，以科技创新引领经济社会发展，共创人类发展的美好未来！,科技,4.0,科技,科技,创新
,青年,3.0,美好未来,美好未来,科技
,美好未来,2.0,共创,共创,发展
,合作,2.0,青年,青年,推动
,发展,2.0,共同愿望,共同愿望,产业
,创新,2.0,施展抱负,施展抱负,合作
,共创,2.0,互学,互学,人类
,革命,1.0,互鉴,互鉴,变革
,蓬勃,1.0,筑牢,筑牢,革命
,英才,1.0,交流思想,交流思想,各国
,经济社会,1.0,创新,创新,希望
,纽带,1.0,合作,合作,引领
,筑牢,1.0,扎紧,扎紧,经济社会
,科技人才,1.0,英才,英才,开展
,汇聚,1.0,科技人才,科技人才,新一轮
,梦想,1.0,,,
,未来,1.0,,,
,施展抱负,1.0,,,
,新一轮,1.0,,,
,推动,1.0,,,
,扎紧,1.0,,,
,成就,1.0,,,
,当前,1.0,,,
,引领,1.0,,,
,开展,1.0,,,
,希望,1.0,,,
,天下,1.0,,,
,基石,1.0,,,
,围绕,1.0,,,
,嘉宾,1.0,,,
,各国,1.0,,,
,变革,1.0,,,
,友谊,1.0,,,
,兴起,1.0,,,
,共同愿望,1.0,,,
,人类,1.0,,,
,人文,1.0,,,
,产业,1.0,,,
,交流思想,1.0,,,
,交流,1.0,,,
,互鉴,1.0,,,
,互学,1.0,,,
,主题,1.0,,,
,与会,1.0,,,
,,,,,
科学技术是人类的伟大创造性活动，发展科学技术必须具有全球视野、把握时代脉搏。中国愿同世界各国一道加强科学研究，密切科研协作，推动科技进步，应对时代挑战。,科学技术,2.0,科学技术,科学技术,发展
,时代,2.0,愿同,愿同,推动
,视野,1.0,时代,时代,加强
,脉搏,1.0,科技进步,科技进步,中国
,科研,1.0,脉搏,脉搏,世界
,科技进步,1.0,创造性,创造性,全球
,科学研究,1.0,协作,协作,人类
,活动,1.0,视野,视野,科学技术
,推动,1.0,科学研究,科学研究,具有
,挑战,1.0,科研,科研,必须
,把握,1.0,伟大,伟大,各国
,愿同,1.0,密切,密切,科研
,必须,1.0,挑战,挑战,把握
,应对,1.0,把握,把握,时代
,密切,1.0,应对,应对,活动
,各国,1.0,,,
,发展,1.0,,,
,协作,1.0,,,
,加强,1.0,,,
,创造性,1.0,,,
,具有,1.0,,,
,全球,1.0,,,
,伟大,1.0,,,
,人类,1.0,,,
,中国,1.0,,,
,世界,1.0,,,
,一道,1.0,,,
,,,,,
中国高度重视科技前沿领域发展，致力于推动全球科技创新协作。中国将以更加开放的态度加强国际科技交流，依托世界顶尖科学家论坛等平台，推动中外科学家思想智慧和研究成果转化为经济社会发展的强大动力。希望与会代表围绕“科技，为了人类共同命运”这个主题，推动基础科学、倡导国际合作、扶持青年成长，为共同创造人类更美好的未来作出贡献。,推动,3.0,推动,推动,创新
,科技,2.0,科技前沿,科技前沿,科技
,科学家,2.0,科学家,科学家,发展
,国际,2.0,科技交流,科技交流,推动
,发展,2.0,科技,科技,加强
,共同,2.0,人类,人类,合作
,人类,2.0,与会代表,与会代表,中国
,中国,2.0,共同,共同,领域
,高度重视,1.0,基础科学,基础科学,世界
,领域,1.0,作出贡献,作出贡献,国际
,顶尖,1.0,国际,国际,全球
,青年,1.0,顶尖,顶尖,人类
,这个,1.0,协作,协作,科学家
,转化,1.0,研究成果,研究成果,创造
,论坛,1.0,高度重视,高度重视,更加
,致力于,1.0,,,
,美好,1.0,,,
,经济社会,1.0,,,
,科技前沿,1.0,,,
,科技交流,1.0,,,
,研究成果,1.0,,,
,未来,1.0,,,
,更加,1.0,,,
,智慧,1.0,,,
,扶持,1.0,,,
,成长,1.0,,,
,思想,1.0,,,
,态度,1.0,,,
,强大,1.0,,,
,开放,1.0,,,
,平台,1.0,,,
,希望,1.0,,,
,基础科学,1.0,,,
,围绕,1.0,,,
,命运,1.0,,,
,合作,1.0,,,
,协作,1.0,,,
,动力,1.0,,,
,加强,1.0,,,
,创造,1.0,,,
,创新,1.0,,,
,全球,1.0,,,
,倡导,1.0,,,
,依托,1.0,,,
,作出贡献,1.0,,,
,主题,1.0,,,
,为了,1.0,,,
,中外,1.0,,,
,世界,1.0,,,
,与会代表,1.0,,,
,,,,,
70年来，在党的坚强领导下，中国科学院大胆探索、开拓创新、勇于实践，解决了一大批事关国家全局的重大科技问题，突破了一大批制约发展的关键核心技术，取得了一大批一流水平的原创成果，书写了新中国科技创新的辉煌篇章。中国科学院几代科学家求真务实、报国为民、无私奉献的先进事迹充分展现出我国广大知识分子的爱国情怀和高尚品格。,一大批,3.0,一大批,一大批,创新
,科技,2.0,中国科学院,中国科学院,科技
,中国科学院,2.0,70,70,发展
,高尚,1.0,先进事迹,先进事迹,国家
,领导,1.0,科技,科技,我国
,问题,1.0,求真务实,求真务实,中国
,重大,1.0,开拓创新,开拓创新,关键
,辉煌,1.0,无私奉献,无私奉献,重大
,解决,1.0,展现出,展现出,突破
,篇章,1.0,篇章,篇章,核心技术
,突破,1.0,勇于,勇于,问题
,科学家,1.0,几代,几代,广大
,知识分子,1.0,品格,品格,成果
,爱国,1.0,报国,报国,科学家
,求真务实,1.0,情怀,情怀,水平
,水平,1.0,,,
,核心技术,1.0,,,
,无私奉献,1.0,,,
,探索,1.0,,,
,报国,1.0,,,
,我国,1.0,,,
,成果,1.0,,,
,情怀,1.0,,,
,开拓创新,1.0,,,
,广大,1.0,,,
,年来,1.0,,,
,展现出,1.0,,,
,实践,1.0,,,
,大胆,1.0,,,
,坚强,1.0,,,
,国家,1.0,,,
,品格,1.0,,,
,取得,1.0,,,
,发展,1.0,,,
,原创,1.0,,,
,勇于,1.0,,,
,制约,1.0,,,
,创新,1.0,,,
,几代,1.0,,,
,关键,1.0,,,
,全局,1.0,,,
,先进事迹,1.0,,,
,充分,1.0,,,
,事关,1.0,,,
,书写,1.0,,,
,为民,1.0,,,
,中国,1.0,,,
,一流,1.0,,,
,70,1.0,,,
,,,,,
当今世界，创新是引领发展的第一动力。希望中国科学院不忘初心、牢记使命，抢抓战略机遇，勇立改革潮头，勇攀科技高峰，加快打造原始创新策源地，加快突破关键核心技术，努力抢占科技制高点，为把我国建设成为世界科技强国作出新的更大的贡献。,科技,3.0,科技,科技,创新
,加快,2.0,初心,初心,科技
,创新,2.0,勇立,勇立,发展
,高峰,1.0,勇攀,勇攀,建设
,贡献,1.0,加快,加快,加快
,策源地,1.0,抢抓,抢抓,我国
,第一,1.0,创新,创新,世界
,突破,1.0,潮头,潮头,战略
,牢记,1.0,策源地,策源地,关键
,潮头,1.0,牢记,牢记,突破
,核心技术,1.0,不忘,不忘,核心技术
,机遇,1.0,当今世界,当今世界,成为
,改革,1.0,制高点,制高点,改革
,抢抓,1.0,核心技术,核心技术,努力
,抢占,1.0,抢占,抢占,希望
,打造,1.0,,,
,战略,1.0,,,
,我国,1.0,,,
,成为,1.0,,,
,当今世界,1.0,,,
,强国,1.0,,,
,引领,1.0,,,
,建设,1.0,,,
,希望,1.0,,,
,发展,1.0,,,
,原始,1.0,,,
,勇立,1.0,,,
,勇攀,1.0,,,
,努力,1.0,,,
,动力,1.0,,,
,制高点,1.0,,,
,初心,1.0,,,
,关键,1.0,,,
,使命,1.0,,,
,作出,1.0,,,
,中国科学院,1.0,,,
,世界,1.0,,,
,不忘,1.0,,,
,,,,,
创新发展是引领世界经济持续发展的必然选择。当前，新一轮科技革命和产业变革正处在实现重大突破的历史关口。各国应该加强创新合作，推动科技同经济深度融合，加强创新成果共享，努力打破制约知识、技术、人才等创新要素流动的壁垒，支持企业自主开展技术交流合作，让创新源泉充分涌流。为了更好运用知识的创造以造福人类，我们应该共同加强知识产权保护，而不是搞知识封锁，制造甚至扩大科技鸿沟。,创新,5.0,创新,创新,创新
,科技,3.0,知识,知识,科技
,知识,3.0,科技,科技,发展
,加强,3.0,加强,加强,技术
,经济,2.0,造福人类,造福人类,经济
,技术,2.0,合作,合作,推动
,应该,2.0,涌流,涌流,加强
,合作,2.0,必然选择,必然选择,产业
,发展,2.0,重大突破,重大突破,我们
,鸿沟,1.0,技术,技术,合作
,革命,1.0,应该,应该,人才
,重大突破,1.0,鸿沟,鸿沟,世界
,造福人类,1.0,壁垒,壁垒,企业
,运用,1.0,知识产权,知识产权,自主
,要素,1.0,共享,共享,实现
,融合,1.0,,,
,自主,1.0,,,
,知识产权,1.0,,,
,甚至,1.0,,,
,源泉,1.0,,,
,深度,1.0,,,
,涌流,1.0,,,
,流动,1.0,,,
,更好,1.0,,,
,新一轮,1.0,,,
,支持,1.0,,,
,推动,1.0,,,
,持续,1.0,,,
,扩大,1.0,,,
,打破,1.0,,,
,我们,1.0,,,
,成果,1.0,,,
,必然选择,1.0,,,
,当前,1.0,,,
,引领,1.0,,,
,开展,1.0,,,
,封锁,1.0,,,
,实现,1.0,,,
,处在,1.0,,,
,壁垒,1.0,,,
,各国,1.0,,,
,变革,1.0,,,
,历史,1.0,,,
,努力,1.0,,,
,制造,1.0,,,
,制约,1.0,,,
,创造,1.0,,,
,关口,1.0,,,
,共同,1.0,,,
,共享,1.0,,,
,充分,1.0,,,
,保护,1.0,,,
,企业,1.0,,,
,人才,1.0,,,
,产业,1.0,,,
,交流,1.0,,,
,为了,1.0,,,
,世界,1.0,,,
,不是,1.0,,,
,,,,,
要强化应急管理装备技术支撑，优化整合各类科技资源，推进应急管理科技自主创新，依靠科技提高应急管理的科学化、专业化、智能化、精细化水平。要加大先进适用装备的配备力度，加强关键技术研发，提高突发事件响应和处置能力。要适应科技信息化发展大势，以信息化推进应急管理现代化，提高监测预警能力、监管执法能力、辅助指挥决策能力、救援实战能力和社会动员能力。,能力,6.0,应急,应急,创新
,管理,4.0,能力,能力,科技
,科技,4.0,科技,科技,发展
,应急,4.0,管理,管理,技术
,提高,3.0,信息化,信息化,加强
,装备,2.0,提高,提高,自主
,推进,2.0,装备,装备,社会
,信息化,2.0,推进,推进,推进
,预警,1.0,科学化,科学化,提高
,配备,1.0,精细化,精细化,资源
,适用,1.0,关键技术,关键技术,能力
,适应,1.0,智能化,智能化,支撑
,辅助,1.0,突发事件,突发事件,水平
,资源,1.0,大势,大势,研发
,自主,1.0,专业化,专业化,加大
,精细化,1.0,,,
,突发事件,1.0,,,
,科学化,1.0,,,
,社会,1.0,,,
,研发,1.0,,,
,监管,1.0,,,
,监测,1.0,,,
,现代化,1.0,,,
,水平,1.0,,,
,智能化,1.0,,,
,整合,1.0,,,
,救援,1.0,,,
,支撑,1.0,,,
,指挥,1.0,,,
,技术,1.0,,,
,执法,1.0,,,
,强化,1.0,,,
,实战,1.0,,,
,大势,1.0,,,
,处置,1.0,,,
,响应,1.0,,,
,各类,1.0,,,
,发展,1.0,,,
,动员,1.0,,,
,加强,1.0,,,
,加大,1.0,,,
,力度,1.0,,,
,创新,1.0,,,
,决策,1.0,,,
,关键技术,1.0,,,
,先进,1.0,,,
,依靠,1.0,,,
,优化,1.0,,,
,专业化,1.0,,,
